 , ,Wild_Marker.Argentina ,Bhima.Austria ,Florac.Austria ,Gingor.Austria ,jacenat.Austria ,YMK1234.Austria ,henryuuk.Belgium ,Inquatitis.Belgium ,JebusGobson.Belgium ,Leprecon.Belgium ,modomario.Belgium ,Nemo84.Belgium ,Quazz.Belgium ,silverionmox.Belgium ,TheApatheist.Belgium ,9A4172.Bosnia ,hab136.Bulgaria ,guildensterncrantz.Croatia ,neohellpoet.Croatia ,kristynaZ.Czech ,Buffalox.Denmark ,DarthSatoris.Denmark ,Gareth321.Denmark ,Skulder.Denmark ,ThereIsAThingForThat.Denmark ,The_Serious_Account.Denmark ,AnTyx.Estonia ,h2ppyme.Estonia ,noys.Estonia ,ArttuH5N1.Finland ,Delheru.Finland ,falconbox.Finland ,Jushak.Finland ,KapteeniJ.Finland ,kerat.Finland ,makoivis.Finland ,spin0.Finland ,justkjfrost.France ,Kalulosu.France ,keepthepace.France ,Low_discrepancy.France ,MartelFirst.France ,Radulno.France ,ScalSaver.France ,UnluckyLuke.France ,yoshi570.France ,afito.Germany ,Asyx.Germany ,barsoap.Germany ,Chariotwheel.Germany ,DerberAuner.Germany ,DocTomoe.Germany ,Doldenberg.Germany ,escalat0r.Germany ,FrigOffCyrus.Germany ,greenascanbe.Germany ,IHaTeD2.Germany ,iTomes.Germany ,king_of_the_universe.Germany ,Loki-L.Germany ,MarktpLatz.Germany ,misnamed.Germany ,MisterMysterios.Germany ,R88SHUN.Germany ,rEvolutionTU.Germany ,reymt.Germany ,Roflkopt3r.Germany ,roionsteroids.Germany ,SAKUJ0.Germany ,skgoa.Germany ,thewindinthewillows.Germany ,TheZett.Germany ,VERTIKAL19.Germany ,Vik1ng.Germany ,Werner__Herzog.Germany ,xxTheGoDxx.Germany ,christoskal.Greece ,OrangeJuliusPage.Greece ,Poromenos.Greece ,gerusz.Hungary ,marmulak.Hungary ,mszegedy.Hungary ,shinarit.Hungary ,alexmikli.Iceland ,ameya2693.India ,eaturbrainz.Israel ,gprime.Israel ,Adahn5.Italy ,improb.Italy ,IronMew.Italy ,occupythekitchen.Italy ,Dissentient.Latvia ,Airazz.Lithuania ,Dragoniel.Lithuania ,Strazdas1.Lithuania ,Sunjammer0037.Lithuania ,_vargas_.Lithuania ,himit.Malta ,hseldon10.Mexico ,Amanoo.Netherlands ,blockpro156.Netherlands ,BorgDrone.Netherlands ,crackanape.Netherlands ,Jasper1984.Netherlands ,jippiejee.Netherlands ,LaoBa.Netherlands ,Merari01.Netherlands ,ReinierPersoon.Netherlands ,savois-faire.Netherlands ,small_trunks.Netherlands ,SpHornet.Netherlands ,TheActualAWdeV.Netherlands ,TheFlyingBastard.Netherlands ,TheRufmeisterGeneral.Netherlands ,TomSwirly.Netherlands ,Tozapeloda77.Netherlands ,zazzlekdazzle.Netherlands ,AntiChr1st.Norway ,Arve.Norway ,bobosuda.Norway ,foamed.Norway ,rdzzl.Norway ,rubygeek.Norway ,Soltheron.Norway ,TheJack38.Norway ,tso.Norway ,vintermann.Norway ,W00ster.Norway ,Imperium_Dragon.Philippines ,Jakkubus.Poland ,yoshi314.Poland ,FuujinSama.Portugal ,omegaxLoL.Portugal ,adevland.Romania ,dumnezero.Romania ,florinandrei.Romania ,NilacTheGrim.Romania ,postblitz.Romania ,Aemilius_Paulus.Russia ,BabyWookie.Russia ,thefran.Russia ,OmegaVesko.Serbia ,cruyff8.Spain ,Erratic85.Spain ,Eryemil.Spain ,LupineChemist.Spain ,Miguelinileugim.Spain ,MithranArkanere.Spain ,redlightsaber.Spain ,segagamer.Spain ,turtleeatingalderman.Spain ,effa94.Sweden ,essbeck.Sweden ,Falsus.Sweden ,helm.Sweden ,Hovsky.Sweden ,PatHeist.Sweden ,Platypuskeeper.Sweden ,rabbitlion.Sweden ,Rhamni.Sweden ,splergel.Sweden ,theCroc.Sweden ,TinyTinyDwarf.Sweden ,xmnstr.Sweden ,Milleuros.Switzerland ,alexfrancisburchard.Turkey ,Redhaired103.Turkey ,killerstorm.Ukraine
279, crab, 0.10714285714285714, 0.125, 0.3333333333333333, 0, 0.07142857142857142, 1.0, 0.5714285714285714, 0, 0.0, 0.0, 0.125, 0.8888888888888888, 0.2857142857142857, 0.375, 0.2, 0.1111111111111111, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0.20689655172413793, 0.42857142857142855, 0.0, 0, 0.0, 0, 1.0, 0.5, 0.041666666666666664, 0.11764705882352941, 0.375, 0.0, 0.0, 0.125, 0.2, 0.3333333333333333, 0.5, 1.0, 0.0, 0.6428571428571429, 0.0, 0.8571428571428571, 0.9230769230769231, 0.5, 0.8, 0, 0.125, 0.6, 0.0, 0, 0, 1.0, 0.5, 0, 0.0, 0.5, 0.029411764705882353, 0.6, 0, 0.5, 0, 0.7777777777777778, 0.4, 0.6666666666666666, 0.25, 1.0, 0.2857142857142857, 0.0, 0, 1.0, 1.0, 1.0, 0.2, 0.5263157894736842, 0.875, 0.4, 0.0, 0.3333333333333333, 1.0, 0.8095238095238095, 0.26666666666666666, 0.6, 0.0, 0.46153846153846156, 0.1111111111111111, 0.18181818181818182, 0.0, 0.1111111111111111, 1.0, 0, 1.0, 0.0, 0, 0.5, 0.71875, 0.2727272727272727, 0, 0, 0.2, 0.0, 0.14285714285714285, 0.0, 0.0, 1.0, 1.0, 1.0, 0.25, 0.75, 0.6666666666666666, 0.8333333333333334, 0.0, 0.14285714285714285, 0.5, 1.0, 0.5, 0.3333333333333333, 0.1111111111111111, 0.2, 0.375, 0.0, 0.0, 0.0, 0.7, 0.8571428571428571, 0.5, 0.3, 0.9, 1.0, 0.7333333333333333, 1.0, 1.0, 0.0, 0.8, 0.0, 1.0, 0.1111111111111111, 0.14285714285714285, 0.0, 0.9545454545454546, 0.0, 1.0, 0, 0.75, 0.2, 1.0, 1.0, 0.6666666666666666, 0.25, 0.35714285714285715, 1.0, 0, 0.5, 0.08333333333333333, 0.2, 1.0, 0.8461538461538461, 0.0, 0.3, 0.9583333333333334, 0.5, 0.0, 0.0, 0.8333333333333334, 0.3333333333333333, 0, 1.0
280, grove, 0.3333333333333333, 0.0, 0, 0.0, 0.0, 0.8888888888888888, 0.9375, 0, 0.0, 0.0, 0.8, 0, 0.0, 0.0, 0.0, 0, 0, 0.6666666666666666, 0.0, 0, 0, 0.0, 0, 0.14285714285714285, 0, 0, 0.0, 0.6666666666666666, 0, 0.0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0.0, 0, 0, 0.0, 0, 0.0, 1.0, 0, 0.16666666666666666, 0.0, 0, 0.0, 0, 0.0, 0.0, 1.0, 0, 0, 0.0, 0.2857142857142857, 0, 0.0, 0, 0.2, 0.0, 0, 0.0, 1.0, 0.0, 0.0, 0.6666666666666666, 0, 1.0, 0, 0.0, 0, 1.0, 0.3333333333333333, 1.0, 0.5, 0, 0.0, 0, 0.0, 0.0, 0.25, 0.0, 0.0, 1.0, 0, 0.0, 1.0, 1.0, 0.3333333333333333, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0.0, 0.13793103448275862, 1.0, 0.0625, 0.5, 0.3333333333333333, 0, 0.5, 0.0, 1.0, 0, 0.2857142857142857, 0, 0, 0, 0.0, 0, 0, 0.0, 1.0, 1.0, 0.6, 0.6666666666666666, 1.0, 0.0, 0, 0, 0.0, 0, 0.0, 0.0, 0, 0.0, 0.0, 0.0, 0.5714285714285714, 0.3333333333333333, 0, 0.25, 0, 0.3333333333333333, 0.5, 0, 0.75, 0, 0, 0.0, 1.0, 0, 0.5, 0.5, 1.0, 0.0, 0.4, 0.0, 1.0, 0.022222222222222223, 0.16666666666666666, 0, 0, 0.0, 0.5, 0, 0
280, orchard, 0.0, 1.0, 0, 0.0, 0.8571428571428571, 0.0, 0.0625, 0, 0.4, 0.0, 0.1, 0, 0.0, 0.15384615384615385, 0.5, 0, 0, 0.3333333333333333, 0.0, 0, 0, 0.6666666666666666, 0, 0.42857142857142855, 0, 0, 0.0, 0.1111111111111111, 0, 0.0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0.0, 0, 0, 0.3333333333333333, 0, 1.0, 0.0, 0, 0.16666666666666666, 1.0, 0, 1.0, 0, 0.0, 0.16666666666666666, 0.0, 0, 0, 1.0, 0.0, 0, 1.0, 0, 0.0, 0.0, 0, 0.2, 0.0, 0.0, 0.0, 0.3333333333333333, 0, 0.0, 0, 1.0, 0, 0.0, 0.16666666666666666, 0.0, 0.25, 0, 0.0, 0, 0.0, 0.25, 0.1875, 0.0, 0.75, 0.0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0.5, 0.27586206896551724, 0.0, 0.25, 0.0, 0.0, 0, 0.0, 0.0, 0.0, 0, 0.0, 0, 0, 0, 0.3333333333333333, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0.0, 0, 0.0, 0.7272727272727273, 0, 0.0, 0.6666666666666666, 0.1, 0.0, 0.0, 0, 0.08333333333333333, 0, 0.16666666666666666, 0.25, 0, 0.25, 0, 0, 0.0, 0.0, 0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.9111111111111111, 0.16666666666666666, 0, 0, 0.0, 0.5, 0, 0
280, plantation, 0.6666666666666666, 0.0, 0, 1.0, 0.14285714285714285, 0.1111111111111111, 0.0, 0, 0.6, 1.0, 0.1, 0, 1.0, 0.8461538461538461, 0.5, 0, 0, 0.0, 1.0, 0, 0, 0.3333333333333333, 0, 0.42857142857142855, 0, 0, 1.0, 0.2222222222222222, 0, 1.0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 0, 0, 0.6666666666666666, 0, 0.0, 0.0, 0, 0.6666666666666666, 0.0, 0, 0.0, 0, 1.0, 0.8333333333333334, 0.0, 0, 0, 0.0, 0.7142857142857143, 0, 0.0, 0, 0.8, 1.0, 0, 0.8, 0.0, 1.0, 1.0, 0.0, 0, 0.0, 0, 0.0, 0, 0.0, 0.5, 0.0, 0.25, 0, 1.0, 0, 1.0, 0.75, 0.5625, 1.0, 0.25, 0.0, 0, 1.0, 0.0, 0.0, 0.6666666666666666, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0, 1.0, 1.0, 0.5, 0.5862068965517241, 0.0, 0.6875, 0.5, 0.6666666666666666, 0, 0.5, 1.0, 0.0, 0, 0.7142857142857143, 0, 0, 0, 0.6666666666666666, 0, 0, 1.0, 0.0, 0.0, 0.4, 0.3333333333333333, 0.0, 1.0, 0, 0, 1.0, 0, 1.0, 0.2727272727272727, 0, 1.0, 0.3333333333333333, 0.9, 0.42857142857142855, 0.6666666666666666, 0, 0.6666666666666666, 0, 0.5, 0.25, 0, 0.0, 0, 0, 1.0, 0.0, 0, 0.5, 0.5, 0.0, 0.0, 0.6, 1.0, 0.0, 0.06666666666666667, 0.6666666666666666, 0, 0, 1.0, 0.0, 0, 0
281, gunman, 0.0, 0.3333333333333333, 0.05555555555555555, 0.05555555555555555, 0.0, 0.0, 0.020202020202020204, 0.25, 0.16666666666666666, 0.11538461538461539, 0.16666666666666666, 0.06060606060606061, 0.0, 0.125, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007751937984496124, 0.1, 0.0, 0.05263157894736842, 0.2, 0, 1.0, 0.0, 0.08695652173913043, 0.21052631578947367, 0.0016501650165016502, 0.1, 0.1111111111111111, 0.6, 0.0, 0.42105263157894735, 0.1694915254237288, 0.0, 0.0, 0.09090909090909091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.06976744186046512, 0.0, 0.0, 0.0, 0.5714285714285714, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.024390243902439025, 0.017699115044247787, 0.05263157894736842, 0.0, 1.0, 0.4375, 0.18604651162790697, 0.2391304347826087, 0.0, 0.049586776859504134, 0.0, 0.0, 0.0, 0.04, 0.1, 0.0, 0.25, 0.4, 0.004132231404958678, 0.0, 0.18181818181818182, 0.0, 0.0, 0.29411764705882354, 0.0, 0.03896103896103896, 0.027777777777777776, 0.0, 0.16, 0.0, 0.0, 0.14285714285714285, 0.0, 0.030303030303030304, 0.0, 0.0, 0.03508771929824561, 0.008928571428571428, 0.0, 0.5555555555555556, 0.3333333333333333, 0.2, 0.0625, 0.0, 0.0, 0.4, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0, 0.4222222222222222, 0.36, 0.029411764705882353, 0.21428571428571427, 0.0, 0.2727272727272727, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13333333333333333, 0.16666666666666666, 0.08888888888888889, 0.0, 0.0, 0.125, 0.0, 0.0, 0.14285714285714285, 0.0, 0.125, 0.125, 0.09090909090909091, 0.06557377049180328, 0.010256410256410256, 0.0, 0.39436619718309857, 0.0, 0.14285714285714285, 0.5, 0.0, 0.0, 0, 0.0, 0.3333333333333333, 0.21052631578947367, 0.0, 0.0, 0.0, 0.028391167192429023, 0.0, 0, 0.0, 0.0, 0.0425531914893617, 0.19047619047619047, 0.09090909090909091, 0.0, 0.16666666666666666, 0.0, 0.3333333333333333, 0.0
281, hitman, 0.03333333333333333, 0.0, 0.2222222222222222, 0.16666666666666666, 0.0, 0.1, 0.0, 0.0, 0.16666666666666666, 0.11538461538461539, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.75, 0.0425531914893617, 0.0, 0.0, 0.023255813953488372, 0.0, 0.1111111111111111, 0.05263157894736842, 0.0, 0, 0.0, 0.0, 0.08695652173913043, 0.10526315789473684, 0.0049504950495049506, 0.0, 0.0, 0.0, 0.16666666666666666, 0.05263157894736842, 0.06779661016949153, 0.02564102564102564, 0.375, 0.0, 0.14285714285714285, 0.041666666666666664, 0.0, 1.0, 0.0, 0.0, 0.023255813953488372, 0.13043478260869565, 0.45454545454545453, 0.0, 0.0, 0.029411764705882353, 0.1111111111111111, 0.1875, 0.1111111111111111, 0.0, 0.12195121951219512, 0.05309734513274336, 0.07894736842105263, 0.0, 0.0, 0.0, 0.06976744186046512, 0.0, 0.01597444089456869, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.1, 0.09090909090909091, 0.2, 0.0, 0.0, 0.25, 0.0, 0.018518518518518517, 0.45454545454545453, 0.08, 0.16666666666666666, 0.0, 0.0, 0.02631578947368421, 0.12121212121212122, 0.0, 0.1111111111111111, 0.017543859649122806, 0.03571428571428571, 0.0, 0.2222222222222222, 0.3333333333333333, 0.4, 0.0, 0.0, 0.0, 0.2, 0.15384615384615385, 0.0, 0.1, 0.0, 0.3333333333333333, 0.07142857142857142, 0.0, 0.15555555555555556, 0.16, 0.08823529411764706, 0.0, 0.15789473684210525, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.058823529411764705, 0.07692307692307693, 0.0, 0.13333333333333333, 0.018518518518518517, 0.24444444444444444, 0.43478260869565216, 0.0, 0.0, 0.0, 0.0, 0.21428571428571427, 0.0, 0.375, 0.1875, 0.030303030303030304, 0.03278688524590164, 0.03076923076923077, 0.0, 0.0, 0.0, 0.0, 0.5, 0.15384615384615385, 0.5294117647058824, 0, 0.0, 0.0, 0.0, 0.0, 0.09090909090909091, 0.0, 0.012618296529968454, 0.13043478260869565, 0, 0.0, 0.1, 0.02127659574468085, 0.09523809523809523, 0.0, 0.0, 0.08333333333333333, 0.0, 0.0, 0.0
281, shooter, 0.9666666666666667, 0.6666666666666666, 0.7222222222222222, 0.7777777777777778, 1.0, 0.9, 0.9797979797979798, 0.75, 0.6666666666666666, 0.7692307692307693, 0.8333333333333334, 0.9393939393939394, 1.0, 0.75, 1.0, 0.6666666666666666, 1.0, 0.25, 0.9574468085106383, 1.0, 1.0, 0.9689922480620154, 0.9, 0.8888888888888888, 0.8947368421052632, 0.8, 0, 0.0, 1.0, 0.8260869565217391, 0.6842105263157895, 0.9933993399339934, 0.9, 0.8888888888888888, 0.4, 0.8333333333333334, 0.5263157894736842, 0.7627118644067796, 0.9743589743589743, 0.625, 0.9090909090909091, 0.8571428571428571, 0.9583333333333334, 1.0, 0.0, 1.0, 0.6666666666666666, 0.9069767441860465, 0.8695652173913043, 0.5454545454545454, 1.0, 0.42857142857142855, 0.9705882352941176, 0.8888888888888888, 0.8125, 0.5555555555555556, 1.0, 0.8536585365853658, 0.9292035398230089, 0.868421052631579, 1.0, 0.0, 0.5625, 0.7441860465116279, 0.7608695652173914, 0.9840255591054313, 0.9504132231404959, 1.0, 1.0, 1.0, 0.96, 0.9, 1.0, 0.75, 0.4, 0.9958677685950413, 0.9, 0.7272727272727273, 0.8, 1.0, 0.7058823529411765, 0.75, 0.961038961038961, 0.9537037037037037, 0.5454545454545454, 0.76, 0.8333333333333334, 1.0, 0.8571428571428571, 0.9736842105263158, 0.8484848484848485, 1.0, 0.8888888888888888, 0.9473684210526315, 0.9553571428571429, 1.0, 0.2222222222222222, 0.3333333333333333, 0.4, 0.9375, 1.0, 1.0, 0.4, 0.7692307692307693, 1.0, 0.9, 1.0, 0.6666666666666666, 0.6428571428571429, 1.0, 0.4222222222222222, 0.48, 0.8823529411764706, 0.7857142857142857, 0.8421052631578947, 0.7272727272727273, 1.0, 1.0, 1.0, 0.7, 1.0, 1.0, 1.0, 0.9411764705882353, 0.9230769230769231, 1.0, 0.7333333333333333, 0.8148148148148148, 0.6666666666666666, 0.5652173913043478, 1.0, 0.875, 1.0, 1.0, 0.6428571428571429, 1.0, 0.5, 0.6875, 0.8787878787878788, 0.9016393442622951, 0.958974358974359, 1.0, 0.6056338028169014, 1.0, 0.8571428571428571, 0.0, 0.8461538461538461, 0.47058823529411764, 0, 1.0, 0.6666666666666666, 0.7894736842105263, 1.0, 0.9090909090909091, 1.0, 0.9589905362776026, 0.8695652173913043, 0, 1.0, 0.9, 0.9361702127659575, 0.7142857142857143, 0.9090909090909091, 1.0, 0.75, 1.0, 0.6666666666666666, 1.0
282, hamper, 1.0, 0.3333333333333333, 0.0, 0.14285714285714285, 0.2, 0.0, 0.25, 0.0, 0.0, 0.8571428571428571, 0.8888888888888888, 0, 0, 0.8461538461538461, 1.0, 1.0, 0, 0.0, 0.75, 0.0, 1.0, 0.6, 0.8333333333333334, 0, 0.5, 0, 0, 0, 0.0, 0.5714285714285714, 0.6666666666666666, 0.8, 0.5833333333333334, 0.5, 0, 1.0, 0.6666666666666666, 0.5833333333333334, 0.6666666666666666, 0, 0.3333333333333333, 0, 1.0, 0.0, 0, 0.0, 1.0, 0.0, 0.0, 0.5, 1.0, 0.5, 1.0, 0, 0.6666666666666666, 1.0, 1.0, 0.3333333333333333, 1.0, 0.5, 1.0, 0, 0, 0.0, 0, 0.5, 1.0, 0, 0, 0.5, 0.0, 0, 0.8, 0, 0, 0, 0.0, 1.0, 0.25, 0.0, 0, 0, 0.3333333333333333, 1.0, 0.75, 0.35714285714285715, 1.0, 0.0, 0.0, 0.5555555555555556, 0.625, 0, 0.0, 0.3333333333333333, 1.0, 0.5, 0.6764705882352942, 1.0, 0.3333333333333333, 0.5, 0.25, 0, 0.5, 1.0, 1.0, 0, 0.5, 0, 0.3333333333333333, 0, 0.0, 0.5, 0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.6, 1.0, 0, 1.0, 0.7, 0.3333333333333333, 0.0, 0.8, 0.25, 0, 0.3611111111111111, 0.4, 0.0, 1.0, 0, 1.0, 0, 0.5, 0.25, 0.4, 1.0, 1.0, 0.4, 1.0, 0.7777777777777778, 0.0, 0, 1.0, 1.0, 0.5, 0.8571428571428571, 0, 1.0, 0.2727272727272727, 0, 0.625, 0.3333333333333333, 0.0, 0.0, 0.5, 0, 0.3333333333333333, 0.0, 0.8, 0.3333333333333333, 0, 0.0, 0.0, 0, 1.0
282, strangle, 0.0, 0.6666666666666666, 1.0, 0.8571428571428571, 0.8, 1.0, 0.75, 1.0, 1.0, 0.14285714285714285, 0.1111111111111111, 0, 0, 0.15384615384615385, 0.0, 0.0, 0, 1.0, 0.25, 1.0, 0.0, 0.4, 0.16666666666666666, 0, 0.5, 0, 0, 0, 1.0, 0.42857142857142855, 0.3333333333333333, 0.2, 0.4166666666666667, 0.5, 0, 0.0, 0.3333333333333333, 0.4166666666666667, 0.3333333333333333, 0, 0.6666666666666666, 0, 0.0, 1.0, 0, 1.0, 0.0, 1.0, 1.0, 0.5, 0.0, 0.5, 0.0, 0, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 0.5, 0.0, 0, 0, 1.0, 0, 0.5, 0.0, 0, 0, 0.5, 1.0, 0, 0.2, 0, 0, 0, 1.0, 0.0, 0.75, 1.0, 0, 0, 0.6666666666666666, 0.0, 0.25, 0.6428571428571429, 0.0, 1.0, 1.0, 0.4444444444444444, 0.375, 0, 1.0, 0.6666666666666666, 0.0, 0.5, 0.3235294117647059, 0.0, 0.6666666666666666, 0.5, 0.75, 0, 0.5, 0.0, 0.0, 0, 0.5, 0, 0.6666666666666666, 0, 1.0, 0.5, 0, 0.0, 1.0, 1.0, 0.5, 1.0, 0.4, 0.0, 0, 0.0, 0.3, 0.6666666666666666, 1.0, 0.2, 0.75, 0, 0.6388888888888888, 0.6, 1.0, 0.0, 0, 0.0, 0, 0.5, 0.75, 0.6, 0.0, 0.0, 0.6, 0.0, 0.2222222222222222, 1.0, 0, 0.0, 0.0, 0.5, 0.14285714285714285, 0, 0.0, 0.7272727272727273, 0, 0.375, 0.6666666666666666, 1.0, 1.0, 0.5, 0, 0.6666666666666666, 1.0, 0.2, 0.6666666666666666, 0, 1.0, 1.0, 0, 0.0
283, hapless, 0.0, 0.0, 0, 0.0, 0, 0, 0.0, 0, 0.375, 0, 0, 0.2, 0.0, 0.3333333333333333, 0.0, 0.0, 0, 0.625, 0, 0, 0.0, 0.0, 0.6, 0.0, 0, 0, 0, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0.0, 0, 1.0, 0.5, 0.0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.3333333333333333, 0.8, 0, 0.0, 0, 0.0, 0, 0.0, 0.14285714285714285, 0.0, 0.0, 0, 0.5, 0, 0.0, 0.0, 0, 0, 0.0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.8, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0.2, 0, 0.8571428571428571, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8888888888888888, 0.0, 0.0, 1.0, 0, 0.6, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0.0, 0, 0.5, 0.25, 0.0, 0.0, 0.5, 0.0, 0, 0.0, 0.3333333333333333, 0.0, 0, 0.5, 0.125, 0.3333333333333333, 0.5, 0.0, 1.0, 0.0, 0.0, 0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 0.5, 0.0, 0.0, 0.6666666666666666, 0, 0.0, 0, 0.0, 0.0, 0, 0.0, 0.0, 0, 0.0
283, pitiful, 1.0, 1.0, 0, 1.0, 0, 0, 1.0, 0, 0.625, 0, 0, 0.8, 1.0, 0.6666666666666666, 1.0, 1.0, 0, 0.375, 0, 0, 1.0, 1.0, 0.4, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 0, 1.0, 1.0, 1.0, 1.0, 0, 1.0, 1.0, 1.0, 0, 0.0, 0.5, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 1.0, 0.6666666666666666, 0.2, 0, 1.0, 0, 1.0, 0, 1.0, 0.8571428571428571, 1.0, 1.0, 0, 0.5, 0, 1.0, 1.0, 0, 0, 1.0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0.2, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0, 0.8333333333333334, 1.0, 1.0, 1.0, 1.0, 0, 1.0, 0, 1.0, 1.0, 0.8, 0, 0.14285714285714285, 1.0, 1.0, 1.0, 1.0, 1.0, 0.1111111111111111, 1.0, 1.0, 0.0, 0, 0.4, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 0, 0.5, 0.75, 1.0, 1.0, 0.5, 1.0, 0, 1.0, 0.6666666666666666, 1.0, 0, 0.5, 0.875, 0.6666666666666666, 0.5, 1.0, 0.0, 1.0, 1.0, 0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 0, 1.0, 0.5, 1.0, 1.0, 0.3333333333333333, 0, 1.0, 0, 1.0, 1.0, 0, 1.0, 1.0, 0, 1.0
284, haptic, 0.5, 0, 0, 0, 0.2, 0.0, 0, 0.0, 0, 0.6666666666666666, 0, 0, 0, 0, 0.0, 0, 0.5, 0, 0, 0, 0.0, 0.0, 0.6, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 1.0, 0, 0, 0.4, 0, 0.0, 0.4, 0, 0, 0, 0, 0.0, 0, 0.25, 0.0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 1.0, 0, 0.7692307692307693, 0.0, 0.0, 0.3333333333333333, 0.0, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0, 0.03389830508474576, 0, 0.0, 0.5, 1.0, 0, 0, 1.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0, 0.0, 0, 0, 0, 0.6666666666666666, 0.0, 0.0, 0, 0, 0, 0.15384615384615385, 0.0, 0, 0, 0.0, 0, 0, 0.16666666666666666, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0.5, 0.0, 0.0, 0, 0.0, 0, 0, 0, 0.0, 0.6666666666666666, 0, 0.0, 0, 0, 0, 0.0, 0.0, 0.0, 0, 0.0, 0, 0.0, 0, 0.0, 0, 0, 0, 0.0
